experiment_col,experiment_label,backend,method,model,save_path,kernel_id,kernel_name,kernel_type,cohort,precision_io_cheat,best_depth,best_speedup,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10
CuTe/delay/S,CuTe · Delayed profiling · Sonnet 5,CuTe,Delayed profiling,Sonnet 5,cute/level1-profiled-sonnet5,53,53_Min_reduction_over_a_dimension,reduction,sample19,False,10,0.9415,0.8678,0.8603,0.8603,0.8678,0.8678,0.8754,0.8678,0.8832,0.8458,0.8458,0.9415
CuTe/delay/S,CuTe · Delayed profiling · Sonnet 5,CuTe,Delayed profiling,Sonnet 5,cute/level1-profiled-sonnet5,54,54_conv_standard_3D__square_input__square_kernel,conv,sample19,False,3,0.5169,0.336,0.4826,0.516,0.5169,0.3314,0.3992,0.4019,0.515,0.4547,0.5079,0.433
CuTe/delay/S,CuTe · Delayed profiling · Sonnet 5,CuTe,Delayed profiling,Sonnet 5,cute/level1-profiled-sonnet5,55,55_conv_standard_2D__asymmetric_input__square_kernel,conv,sample19,False,6,0.1985,0.0788,0.0825,0.1297,0.0743,0.1197,0.1529,0.1985,0.1488,0.16,0.1815,0.1275
CuTe/delay/S,CuTe · Delayed profiling · Sonnet 5,CuTe,Delayed profiling,Sonnet 5,cute/level1-profiled-sonnet5,58,58_conv_transposed_3D__asymmetric_input__asymmetric_kernel,conv,sample19,False,0,0.0733,0.0733,0.0496,,,,,,,,,
CuTe/delay/S,CuTe · Delayed profiling · Sonnet 5,CuTe,Delayed profiling,Sonnet 5,cute/level1-profiled-sonnet5,59,59_conv_standard_3D__asymmetric_input__square_kernel,conv,sample19,False,0,1.4668,1.4668,,,,,,,,,,
CuTe/delay/S,CuTe · Delayed profiling · Sonnet 5,CuTe,Delayed profiling,Sonnet 5,cute/level1-profiled-sonnet5,61,61_conv_transposed_3D__square_input__square_kernel,conv,new8,False,0,0.3,0.3,0.0291,0.0155,0.0171,0.0315,0.0468,0.0661,0.0534,0.1263,0.1586,0.0965
CuTe/delay/S,CuTe · Delayed profiling · Sonnet 5,CuTe,Delayed profiling,Sonnet 5,cute/level1-profiled-sonnet5,70,70_conv_transposed_3D__asymmetric_input__square_kernel,conv,new8,False,5,0.6052,0.3,0.3252,0.3,0.4188,0.3986,0.6052,0.3346,0.1822,0.1561,0.1861,0.1861
CuTe/delay/S,CuTe · Delayed profiling · Sonnet 5,CuTe,Delayed profiling,Sonnet 5,cute/level1-profiled-sonnet5,75,75_conv_transposed_2D_asymmetric_input_asymmetric_kernel_strided__grouped____padded____dilated__,conv,new8,False,2,8.8333,7.8402,8.104,8.8333,7.1622,6.5111,0.5248,0.5279,0.6148,0.5106,4.792,0.7794
CuTe/delay/S,CuTe · Delayed profiling · Sonnet 5,CuTe,Delayed profiling,Sonnet 5,cute/level1-profiled-sonnet5,80,80_conv_standard_2D_square_input_asymmetric_kernel___dilated____padded__,conv,sample19,False,2,0.2622,0.0922,0.2056,0.2622,0.1942,0.2191,0.2155,0.1936,0.2155,0.1563,0.0856,0.0841
CuTe/delay/S,CuTe · Delayed profiling · Sonnet 5,CuTe,Delayed profiling,Sonnet 5,cute/level1-profiled-sonnet5,83,83_conv_depthwise_2D_square_input_asymmetric_kernel,conv,sample19,False,0,1.4615,1.4615,1.4615,1.4615,1.4615,1.437,1.437,1.4615,1.4492,1.4492,1.4615,1.437
CuTe/delay/S,CuTe · Delayed profiling · Sonnet 5,CuTe,Delayed profiling,Sonnet 5,cute/level1-profiled-sonnet5,88,88_MinGPTNewGelu,activation,sample19,False,4,9.0678,8.843,8.8576,8.843,8.9167,9.0678,8.9167,8.843,8.8723,8.9167,8.9167,8.8723
CuTe/delay/S,CuTe · Delayed profiling · Sonnet 5,CuTe,Delayed profiling,Sonnet 5,cute/level1-profiled-sonnet5,99,99_TripletMarginLoss,loss,sample19,False,0,4.1369,4.1369,4.1369,4.1124,4.1369,4.1124,4.1369,4.1369,4.1369,4.1246,4.1369,4.1246
CuTe/delay/S,CuTe · Delayed profiling · Sonnet 5,CuTe,Delayed profiling,Sonnet 5,cute/level1-profiled-sonnet5,102,102_ScaledDotProductAttention,attention,sample19,False,9,0.1959,0.021,0.022,0.0222,0.022,0.0224,0.0222,0.1072,0.1036,0.1025,0.1959,0.1959
CuTe/delay/S,CuTe · Delayed profiling · Sonnet 5,CuTe,Delayed profiling,Sonnet 5,cute/level1-profiled-sonnet5,103,103_Conv2D_SquareKernel11,conv,sample19,False,9,0.5421,0.2303,0.154,0.1162,0.2092,0.1162,0.1131,0.3333,0.3369,0.253,0.5421,0.4474
CuTe/delay/S,CuTe · Delayed profiling · Sonnet 5,CuTe,Delayed profiling,Sonnet 5,cute/level1-profiled-sonnet5,105,105_LayerNorm_BigMean,norm,new8,False,4,5.5355,0.7789,1.1691,5.4752,5.53,5.5355,5.2667,5.3173,5.2667,5.3173,5.3689,5.3689
CuTe/delay/S,CuTe · Delayed profiling · Sonnet 5,CuTe,Delayed profiling,Sonnet 5,cute/level1-profiled-sonnet5,107,107_Conv2D_SquareKernel3_bf16,conv,new8,False,0,3.0886,3.0886,2.891,1.4203,1.6509,2.9187,2.8505,2.9612,2.9975,2.4303,2.9902,3.0123
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,1,1_Square_matrix_multiplication_,matmul,sample19,False,10,1.0321,0.4673,0.6835,0.6817,0.4733,0.6284,0.7022,0.9847,0.9885,0.9847,1.0,1.0321
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,4,4_Matrix_vector_multiplication_,matmul,sample19,False,7,1.0245,1.0011,0.9664,1.0077,1.0234,0.9829,0.9946,1.0211,1.0245,1.0222,1.0222,1.0245
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,6,6_Matmul_with_large_K_dimension_,matmul,new8,False,8,1.0191,0.5594,0.3556,0.398,0.904,0.8466,0.8333,0.9091,0.8989,1.0191,1.0191,1.0191
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,9,9_Tall_skinny_matrix_multiplication_,matmul,sample19,False,2,1.0992,0.9726,1.0947,1.0992,1.025,0.8526,0.9483,0.9797,1.0076,0.9761,,
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,14,14_Matmul_for_upper_triangular_matrices,matmul,new8,False,4,5.0394,4.0635,3.5854,3.3997,4.9612,5.0394,4.3098,4.3243,3.9813,3.969,4.1091,4.2881
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,21,21_Sigmoid,activation,sample19,False,3,1.0,0.9791,0.975,0.9791,1.0,0.9915,0.9936,0.9915,0.9894,0.9873,0.9853,0.9853
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,22,22_Tanh,activation,sample19,False,2,1.0021,0.9894,0.9894,1.0021,0.9915,0.9894,0.9853,0.9894,0.9873,0.9957,0.9957,0.9936
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,33,33_BatchNorm,norm,sample19,False,9,1.0863,0.7156,0.9805,0.9742,0.9934,0.9934,0.9805,1.0342,1.0342,1.0709,1.0863,1.0709
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,40,40_LayerNorm,norm,sample19,False,2,6.105,5.7944,4.8103,6.105,6.0586,5.8491,5.8429,5.8491,5.8125,5.8307,5.8307,5.8246
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,49,49_Max_reduction_over_a_dimension,reduction,sample19,False,8,1.0965,0.8772,0.9009,0.885,0.8547,0.3891,0.8772,0.8403,0.8475,1.0965,1.0638,1.0917
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,50,50_conv_standard_2D__square_input__square_kernel,conv,new8,False,10,2.021,0.728,0.5838,0.5838,0.9383,0.7983,0.9931,0.9764,1.0248,1.0321,1.784,2.021
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,53,53_Min_reduction_over_a_dimension,reduction,sample19,False,3,1.0538,0.8612,0.8612,0.8325,1.0538,1.045,1.0152,0.8841,0.925,0.8763,0.666,0.8056
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,54,54_conv_standard_3D__square_input__square_kernel,conv,sample19,False,7,2.2481,0.9699,0.9355,1.2083,1.2889,1.9863,1.4721,1.4796,2.2481,2.0714,2.1642,2.1642
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,55,55_conv_standard_2D__asymmetric_input__square_kernel,conv,sample19,False,2,0.391,0.322,0.2708,0.391,,,,,,,,
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,58,58_conv_transposed_3D__asymmetric_input__asymmetric_kernel,conv,sample19,False,4,1.576,1.4509,0.7386,0.584,1.0483,1.576,,,,,,
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,59,59_conv_standard_3D__asymmetric_input__square_kernel,conv,sample19,False,8,1.6921,0.1749,0.6088,1.3678,1.1919,1.2571,1.2596,0.5263,0.5308,1.6921,1.6784,1.656
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,61,61_conv_transposed_3D__square_input__square_kernel,conv,new8,False,6,1.9211,0.5081,0.3344,0.389,0.8202,0.8202,1.2882,1.9211,1.9211,1.9211,1.3036,1.3273
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,70,70_conv_transposed_3D__asymmetric_input__square_kernel,conv,new8,False,10,3.8297,1.6023,1.4612,1.9361,1.6795,2.1713,2.1446,3.0437,3.5928,3.485,3.7273,3.8297
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,75,75_conv_transposed_2D_asymmetric_input_asymmetric_kernel_strided__grouped____padded____dilated__,conv,new8,False,7,15.1705,5.34,5.449,6.3121,10.0755,9.4681,11.7105,14.0526,15.1705,12.7143,11.8142,14.0526
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,80,80_conv_standard_2D_square_input_asymmetric_kernel___dilated____padded__,conv,sample19,False,6,0.5294,0.0949,0.086,0.0775,0.1378,0.1793,0.1719,0.5294,0.4303,0.4697,0.4276,0.3117
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,83,83_conv_depthwise_2D_square_input_asymmetric_kernel,conv,sample19,False,3,1.4655,1.453,1.1565,1.4286,1.4655,1.4655,1.4655,1.453,1.453,1.4407,1.453,1.4655
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,88,88_MinGPTNewGelu,activation,sample19,False,0,8.8087,8.8087,8.8087,8.8087,8.794,8.794,8.7065,8.6921,8.6207,8.6777,8.6634,8.6921
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,99,99_TripletMarginLoss,loss,sample19,False,0,4.1369,4.1369,4.1124,4.1124,4.1369,4.1246,4.1246,4.1246,4.1246,4.1124,4.1003,
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,102,102_ScaledDotProductAttention,attention,sample19,False,10,1.2968,0.0201,0.0684,0.6043,0.7208,0.9627,0.966,1.1736,1.1784,1.2909,1.2909,1.2968
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,103,103_Conv2D_SquareKernel11,conv,sample19,False,4,2.1491,0.7538,0.7632,0.9142,1.392,2.1491,1.8992,1.8015,1.7883,1.8846,1.4759,1.5506
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,105,105_LayerNorm_BigMean,norm,new8,False,10,7.963,2.2143,2.4367,4.0507,4.0803,4.3672,4.3672,5.1759,5.1759,5.036,5.985,7.963
CuTe/start/K,CuTe · Profiling from start · Kimi K3,CuTe,Profiling from start,Kimi K3,cute/level1_from_start,107,107_Conv2D_SquareKernel3_bf16,conv,new8,False,2,3.073,2.7602,3.0653,3.073,3.073,2.8372,2.563,2.1034,1.7733,2.5957,2.4547,2.7354
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,1,1_Square_matrix_multiplication_,matmul,sample19,False,0,0.3404,0.3404,0.3391,,,,,,,,,
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,4,4_Matrix_vector_multiplication_,matmul,sample19,False,3,0.9967,0.9945,0.9857,0.9868,0.9967,,,,,,,
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,6,6_Matmul_with_large_K_dimension_,matmul,new8,False,3,0.6894,0.1288,0.1662,0.1141,0.6894,,,,,,,
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,9,9_Tall_skinny_matrix_multiplication_,matmul,sample19,False,0,0.3426,0.3426,,,,,,,,,,
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,14,14_Matmul_for_upper_triangular_matrices,matmul,new8,False,8,3.3775,0.5245,0.4337,2.3182,2.5,2.4057,2.4757,2.5,3.3641,3.3775,,
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,21,21_Sigmoid,activation,sample19,False,0,0.9979,0.9979,0.9709,0.9709,0.9689,0.9669,0.977,0.979,0.9915,0.9873,0.9873,0.9894
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,22,22_Tanh,activation,sample19,False,0,1.0,1.0,0.8648,0.9979,0.9709,0.9669,0.9669,,,,,
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,33,33_BatchNorm,norm,sample19,False,3,1.0067,0.3778,0.7317,0.7317,1.0067,1.0067,1.0067,1.0067,1.0067,1.0067,1.0067,1.0067
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,40,40_LayerNorm,norm,sample19,False,2,5.9483,3.1364,5.1589,5.9483,5.8413,5.8537,5.8599,5.8599,,,,
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,49,49_Max_reduction_over_a_dimension,reduction,sample19,False,0,0.8661,0.8661,0.8661,,,,,,,,,
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,50,50_conv_standard_2D__square_input__square_kernel,conv,new8,False,5,0.7559,0.4207,0.7503,0.6816,0.6374,0.7475,0.7559,,,,,
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,53,53_Min_reduction_over_a_dimension,reduction,sample19,False,7,1.0933,0.8586,0.8586,0.8586,0.9396,0.9396,0.9308,0.9308,1.0933,,,
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,54,54_conv_standard_3D__square_input__square_kernel,conv,sample19,False,3,0.2327,0.1686,0.1594,0.1814,0.2327,,,,,,,
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,55,55_conv_standard_2D__asymmetric_input__square_kernel,conv,sample19,False,0,0.0613,0.0613,0.0548,,,,,,,,,
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,58,58_conv_transposed_3D__asymmetric_input__asymmetric_kernel,conv,sample19,False,7,1.6518,1.2171,0.9536,0.6777,0.4479,0.8296,0.8937,1.1012,1.6518,,,
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,59,59_conv_standard_3D__asymmetric_input__square_kernel,conv,sample19,False,5,2.0361,0.7437,0.4168,1.9904,1.9226,2.0294,2.0361,2.0294,2.0294,2.0294,1.6429,1.6172
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,61,61_conv_transposed_3D__square_input__square_kernel,conv,new8,False,8,0.7817,0.091,0.0867,0.2317,0.2317,0.2968,0.4625,0.5522,0.7655,0.7817,0.7603,0.7603
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,70,70_conv_transposed_3D__asymmetric_input__square_kernel,conv,new8,False,2,0.5132,0.1886,0.1736,0.5132,,,,,,,,
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,75,75_conv_transposed_2D_asymmetric_input_asymmetric_kernel_strided__grouped____padded____dilated__,conv,new8,False,6,4.5161,3.0858,2.313,2.4404,2.4404,3.2518,4.1049,4.5161,,,,
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,80,80_conv_standard_2D_square_input_asymmetric_kernel___dilated____padded__,conv,sample19,False,8,0.6643,0.0579,0.0716,0.0853,0.2727,0.3626,0.3751,0.4772,0.5595,0.6643,0.6529,
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,83,83_conv_depthwise_2D_square_input_asymmetric_kernel,conv,sample19,False,0,1.4407,1.4407,1.4407,1.4407,1.4407,1.4286,1.4286,1.4407,1.4407,1.4407,1.4407,1.4407
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,88,88_MinGPTNewGelu,activation,sample19,False,0,8.8384,8.8384,8.8235,8.7793,8.7793,8.7793,8.8384,8.8384,8.794,8.8235,8.8235,8.8384
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,99,99_TripletMarginLoss,loss,sample19,False,1,4.1124,0.3787,4.1124,4.1124,4.0173,4.0173,4.1003,4.1124,4.1124,,,
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,102,102_ScaledDotProductAttention,attention,sample19,False,8,0.4742,0.0742,0.0941,0.0438,0.039,0.0905,0.1278,0.1295,0.1301,0.4742,0.3986,0.3975
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,103,103_Conv2D_SquareKernel11,conv,sample19,False,3,0.8261,0.1983,0.0912,0.413,0.8261,0.3434,,,,,,
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,105,105_LayerNorm_BigMean,norm,new8,False,2,5.6275,1.6163,5.6162,5.6275,5.6275,4.5203,,,,,,
PTX/nopf/K,PTX · No profiling · Kimi K3,PTX,No profiling,Kimi K3,ptx/level1-no-profile,107,107_Conv2D_SquareKernel3_bf16,conv,new8,False,10,2.6829,0.6685,0.533,1.4371,1.4336,1.4578,1.5653,1.6307,1.6923,1.6994,1.6947,2.6829
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,1,1_Square_matrix_multiplication_,matmul,sample19,False,0,0.1089,0.1089,0.1089,,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,4,4_Matrix_vector_multiplication_,matmul,sample19,False,0,0.9956,0.9956,,,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,6,6_Matmul_with_large_K_dimension_,matmul,new8,False,0,0.0736,0.0736,,,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,9,9_Tall_skinny_matrix_multiplication_,matmul,sample19,False,1,0.3386,0.3262,0.3386,,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,14,14_Matmul_for_upper_triangular_matrices,matmul,new8,False,0,0.4573,0.4573,,,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,21,21_Sigmoid,activation,sample19,False,0,0.9791,0.9791,,,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,22,22_Tanh,activation,sample19,False,0,0.9957,0.9957,0.8587,,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,33,33_BatchNorm,norm,sample19,False,0,0.3719,0.3719,,,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,49,49_Max_reduction_over_a_dimension,reduction,sample19,False,0,0.4279,0.4279,0.4279,0.3599,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,50,50_conv_standard_2D__square_input__square_kernel,conv,new8,False,0,0.172,0.172,0.171,,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,53,53_Min_reduction_over_a_dimension,reduction,sample19,False,0,0.8603,0.8603,,,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,54,54_conv_standard_3D__square_input__square_kernel,conv,sample19,False,0,0.0957,0.0957,,,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,55,55_conv_standard_2D__asymmetric_input__square_kernel,conv,sample19,False,0,0.0248,0.0248,,,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,58,58_conv_transposed_3D__asymmetric_input__asymmetric_kernel,conv,sample19,False,0,0.3626,0.3626,0.3402,,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,59,59_conv_standard_3D__asymmetric_input__square_kernel,conv,sample19,False,0,0.1489,0.1489,,,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,61,61_conv_transposed_3D__square_input__square_kernel,conv,new8,False,1,0.2229,0.1728,0.2229,,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,70,70_conv_transposed_3D__asymmetric_input__square_kernel,conv,new8,False,0,0.1314,0.1314,,,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,75,75_conv_transposed_2D_asymmetric_input_asymmetric_kernel_strided__grouped____padded____dilated__,conv,new8,False,0,1.5434,1.5434,,,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,80,80_conv_standard_2D_square_input_asymmetric_kernel___dilated____padded__,conv,sample19,False,0,0.0283,0.0283,,,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,83,83_conv_depthwise_2D_square_input_asymmetric_kernel,conv,sample19,False,0,1.3984,1.3984,1.3871,,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,88,88_MinGPTNewGelu,activation,sample19,False,0,8.7396,8.7396,,,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,99,99_TripletMarginLoss,loss,sample19,False,0,0.046,0.046,,,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,103,103_Conv2D_SquareKernel11,conv,sample19,False,0,0.1611,0.1611,,,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,105,105_LayerNorm_BigMean,norm,new8,False,1,1.3215,0.6063,1.3215,,,,,,,,,
PTX/nopf/G,PTX · No profiling · GPT-5,PTX,No profiling,GPT-5,ptx/level1-no-profile-gpt5,107,107_Conv2D_SquareKernel3_bf16,conv,new8,False,0,0.6648,0.6648,,,,,,,,,,
PTX/nopf/S,PTX · No profiling · Sonnet 5,PTX,No profiling,Sonnet 5,ptx/level1-no-profile-sonnet5,1,1_Square_matrix_multiplication_,matmul,sample19,False,3,0.2945,0.133,0.2665,0.183,0.2945,0.2873,,,,,,
PTX/nopf/S,PTX · No profiling · Sonnet 5,PTX,No profiling,Sonnet 5,ptx/level1-no-profile-sonnet5,4,4_Matrix_vector_multiplication_,matmul,sample19,False,0,0.9989,0.9989,0.9956,0.9967,,,,,,,,
PTX/nopf/S,PTX · No profiling · Sonnet 5,PTX,No profiling,Sonnet 5,ptx/level1-no-profile-sonnet5,6,6_Matmul_with_large_K_dimension_,matmul,new8,False,4,0.1748,0.0411,0.1031,0.1624,0.1675,0.1748,,,,,,
PTX/nopf/S,PTX · No profiling · Sonnet 5,PTX,No profiling,Sonnet 5,ptx/level1-no-profile-sonnet5,9,9_Tall_skinny_matrix_multiplication_,matmul,sample19,False,7,1.1748,0.3564,0.5155,1.167,1.1645,1.167,1.167,1.1645,1.1748,1.1748,1.1722,
PTX/nopf/S,PTX · No profiling · Sonnet 5,PTX,No profiling,Sonnet 5,ptx/level1-no-profile-sonnet5,14,14_Matmul_for_upper_triangular_matrices,matmul,new8,False,7,1.3439,0.0894,0.1149,0.256,0.2848,0.2466,0.4712,1.3298,1.3439,1.3298,1.1869,
PTX/nopf/S,PTX · No profiling · Sonnet 5,PTX,No profiling,Sonnet 5,ptx/level1-no-profile-sonnet5,21,21_Sigmoid,activation,sample19,False,0,1.0,1.0,0.9979,0.9979,0.9979,1.0,0.9979,1.0,0.9979,1.0,1.0,0.9852
PTX/nopf/S,PTX · No profiling · Sonnet 5,PTX,No profiling,Sonnet 5,ptx/level1-no-profile-sonnet5,22,22_Tanh,activation,sample19,False,0,1.0,1.0,0.9979,0.9979,0.9979,0.9979,0.9609,0.957,0.9589,0.9729,0.9749,0.9749
PTX/nopf/S,PTX · No profiling · Sonnet 5,PTX,No profiling,Sonnet 5,ptx/level1-no-profile-sonnet5,33,33_BatchNorm,norm,sample19,False,2,0.047,0.011,0.011,0.047,,,,,,,,
